事故时间,车龄,天气,车型,路面状况,碰撞物体,人为因素,严重程度
2,1,2,2,1,7,6,2
2,3,1,2,1,6,21,2
1,2,2,2,2,1,25,2
1,2,2,2,1,2,21,2
1,2,2,2,1,3,21,2
2,1,2,2,3,3,21,2
2,3,2,2,2,9,25,2
1,1,2,2,2,2,11,2
2,1,1,2,1,1,5,2
1,1,1,2,4,7,4,2
2,1,1,2,2,7,21,2
1,2,1,2,1,9,19,2
2,1,2,2,1,7,23,2
1,1,2,2,4,2,5,2
2,3,1,2,1,4,21,2
2,3,2,2,1,9,4,2
2,2,2,2,3,2,6,2
2,2,2,2,1,2,6,2
2,1,1,2,4,2,21,2
2,3,2,2,1,3,21,2
2,1,2,2,3,4,21,2
2,1,2,2,3,9,3,2
1,3,2,2,4,6,21,2
1,1,1,2,1,9,21,2
1,2,2,2,2,3,5,2
2,2,1,2,2,6,22,2
1,3,1,2,1,8,21,2
1,2,1,2,4,3,21,2
1,3,1,2,1,9,20,2
1,1,1,2,3,9,21,2
1,2,1,2,4,2,21,2
2,2,1,2,3,3,5,2
1,3,2,2,4,8,21,2
1,3,1,2,1,5,25,2
1,3,2,2,3,8,25,2
2,3,1,2,4,8,21,2
2,1,1,2,2,2,21,2
2,2,2,2,4,8,21,2
2,2,2,2,1,6,25,2
1,3,1,2,4,6,21,2
1,3,2,2,2,6,25,2
1,2,2,2,3,8,25,2
1,1,2,2,4,2,11,2
2,1,2,2,4,7,21,2
1,3,1,2,3,4,21,2
2,2,1,2,3,3,36,2
1,1,1,2,2,1,25,2
2,2,1,2,4,2,21,2
2,2,1,2,2,6,6,2
2,2,1,2,4,1,21,2
1,1,1,2,4,6,21,2
1,3,2,2,1,9,25,2
2,3,1,2,3,7,21,2
2,2,2,2,2,2,21,2
2,1,1,2,1,2,25,2
1,3,2,2,2,7,21,2
2,2,1,2,4,9,21,2
1,3,1,2,4,9,25,2
1,1,1,2,3,8,21,2
1,2,2,2,3,6,21,2
1,2,1,2,4,7,4,2
2,2,2,2,4,3,21,2
2,1,1,2,3,6,21,2
2,2,2,2,1,8,25,2
1,1,1,2,3,8,25,2
2,3,2,2,4,6,21,2
2,3,1,2,4,2,6,2
1,1,2,2,1,3,21,2
1,2,1,2,2,3,21,2
1,3,2,2,1,3,21,2
1,2,1,2,3,1,21,2
1,3,2,2,4,4,8,2
1,2,1,2,4,2,21,2
1,1,2,2,4,7,4,2
2,2,2,2,4,9,19,2
2,2,1,2,4,3,4,2
2,2,2,2,3,7,20,2
2,2,2,2,1,1,11,2
2,3,1,2,4,7,6,2
2,1,1,2,3,3,21,2
1,3,1,2,3,4,21,2
2,2,2,2,3,3,21,2
1,2,1,2,3,6,3,2
1,2,1,2,4,1,21,2
2,3,1,2,1,6,20,2
1,2,1,2,3,9,21,2
2,1,1,2,3,1,21,2
1,1,1,2,4,1,6,2
1,1,2,2,4,4,32,2
1,3,1,2,2,8,21,2
2,3,2,2,4,6,21,2
2,2,1,2,3,3,25,2
1,2,2,2,4,1,21,2
2,3,2,2,4,8,6,2
2,2,1,2,4,2,25,2
1,3,2,2,4,2,21,2
2,1,1,2,2,8,25,2
2,2,2,2,2,9,21,2
1,2,1,2,2,3,25,2
2,2,2,2,1,7,21,2
2,1,2,2,2,9,22,2
1,1,1,2,4,3,21,2
2,2,2,2,1,8,25,2
1,1,2,2,4,2,21,2
2,2,1,2,1,6,21,2
2,3,1,2,2,4,21,2
2,2,2,2,2,6,21,2
1,3,2,2,2,1,6,2
2,3,1,2,2,1,21,2
1,1,2,2,4,4,21,2
2,3,1,2,4,7,21,2
1,2,1,2,2,2,21,2
1,1,2,2,4,3,25,2
1,3,2,2,3,9,20,2
2,3,2,2,4,1,15,2
2,3,1,2,2,6,25,2
1,1,2,2,4,2,25,2
1,3,2,2,4,7,21,2
1,1,1,2,3,2,25,2
2,2,1,2,4,3,21,2
2,2,1,2,1,9,6,2
2,3,1,2,1,4,21,2
2,3,1,2,1,6,21,2
2,1,2,2,4,9,6,2
2,3,1,2,2,1,21,2
1,3,1,2,2,4,21,2
1,3,1,2,2,2,6,2
2,3,1,2,2,6,25,2
2,1,2,2,4,4,5,2
1,3,1,2,3,6,21,2
2,1,2,2,1,7,5,2
2,3,2,2,2,7,6,2
2,3,2,2,1,2,23,2
1,1,2,2,2,3,25,2
1,3,1,2,2,6,21,2
1,1,1,2,1,1,6,2
1,1,2,2,1,5,21,2
1,3,2,2,3,1,11,2
1,1,1,2,3,7,21,2
2,3,2,2,2,7,11,2
1,3,2,2,4,1,21,2
2,2,2,2,2,8,21,2
2,2,1,2,2,7,21,2
1,1,1,2,3,6,21,2
2,3,2,2,2,8,21,2
1,3,1,2,1,2,21,2
2,1,2,2,3,7,22,2
1,3,2,2,1,3,21,2
2,2,1,2,4,3,25,2
1,2,2,2,2,5,4,2
1,3,1,2,3,4,21,2
1,3,1,2,2,5,25,2
2,1,1,2,4,6,21,2
1,1,2,2,3,7,19,2
1,3,1,2,3,4,21,2
1,1,2,2,3,8,21,2
2,2,1,2,2,4,5,2
2,3,2,2,1,4,4,2
2,3,1,2,1,1,21,2
1,1,2,2,1,4,25,2
2,3,2,2,4,7,6,2
1,1,2,2,4,3,25,2
1,1,2,2,3,3,21,2
2,2,2,2,1,2,21,2
1,1,1,2,1,1,25,2
2,1,1,2,1,1,6,2
2,3,2,2,4,6,19,2
1,1,1,2,4,4,21,2
1,3,2,2,3,3,21,2
2,2,1,2,1,9,4,2
1,1,2,2,1,4,21,2
2,1,2,2,4,5,4,2
1,1,1,2,1,4,21,2
1,1,1,2,2,9,4,2
1,2,1,2,1,7,19,2
1,1,2,2,1,1,11,2
1,2,1,2,2,6,21,2
1,3,2,2,1,2,6,2
1,2,1,2,2,9,21,2
2,1,1,2,4,7,25,2
2,1,2,2,4,7,11,2
2,3,2,2,2,8,6,2
1,1,1,2,1,8,23,2
1,2,1,2,4,5,25,2
2,2,2,2,2,5,21,2
1,3,2,2,2,4,25,2
1,2,1,2,2,4,11,2
1,1,2,2,3,7,21,2
1,3,1,2,2,6,6,2
2,2,2,2,3,8,25,2
1,3,1,2,3,1,21,2
2,2,1,2,3,6,21,2
2,2,2,2,2,8,21,2
1,2,1,2,4,7,21,2
2,2,1,2,4,3,21,2
1,2,2,2,1,9,21,2
1,1,2,2,1,8,4,2
1,2,2,2,2,6,3,2
1,2,2,2,1,3,6,2
2,1,1,2,2,4,5,2
1,1,1,2,2,3,6,2
2,1,1,2,3,1,21,2
1,3,1,2,3,2,21,2
2,1,2,2,4,3,21,2
1,3,1,2,2,2,21,2
1,1,2,2,4,5,21,2
1,2,1,2,4,9,4,2
2,1,1,2,2,3,21,2
2,2,1,2,1,7,19,2
2,1,2,2,2,1,6,2
1,2,2,2,4,8,21,2
1,2,1,2,4,2,21,2
2,1,1,2,2,7,21,2
2,1,1,2,2,1,19,2
2,1,2,2,1,3,21,2
2,1,2,2,1,1,21,2
1,1,2,2,1,9,13,2
1,3,1,2,3,3,21,2
1,3,1,2,2,8,22,2
2,2,2,2,4,9,21,2
2,1,2,2,4,1,21,2
2,2,2,2,2,8,21,2
2,2,2,2,2,7,21,2
1,2,2,2,3,7,21,2
1,1,1,2,4,3,21,2
2,3,1,2,4,1,21,2
2,2,1,2,4,9,6,2
1,1,1,2,4,4,21,2
2,3,2,2,4,1,21,2
2,1,2,2,1,7,25,2
2,1,2,2,4,7,21,2
1,2,1,2,1,6,6,2
1,2,1,2,2,7,18,2
2,1,2,2,4,1,22,2
1,1,2,2,4,4,23,2
2,1,1,2,1,8,4,2
1,2,2,2,3,7,21,2
1,1,1,2,1,2,23,2
1,3,2,2,4,6,21,2
1,1,1,2,3,2,21,2
1,1,1,2,2,2,25,2
1,1,1,2,1,9,21,2
1,3,1,2,4,6,34,2
1,2,2,2,4,7,21,2
2,2,2,2,1,9,25,2
2,1,1,2,1,5,9,2
2,1,1,2,3,7,21,2
1,3,2,2,1,1,21,2
2,3,1,2,4,4,21,2
1,1,1,2,2,1,21,2
1,3,1,2,1,2,21,2
1,1,2,1,2,3,19,2
2,2,2,2,1,2,21,2
1,2,1,2,4,2,20,2
2,2,2,2,4,6,21,2
1,1,2,2,4,4,21,2
1,1,2,2,4,1,19,2
2,3,1,2,4,7,21,2
1,1,1,2,3,6,21,2
1,1,2,2,1,6,11,2
2,2,1,2,2,1,6,2
2,3,2,2,1,2,25,2
1,1,2,2,1,3,21,2
2,2,2,2,1,2,21,2
1,1,2,2,3,6,25,2
2,2,1,2,3,1,21,2
1,3,1,2,1,6,21,2
1,1,1,2,1,7,21,2
2,3,2,2,3,9,21,2
2,3,2,2,1,8,21,2
1,2,2,2,1,6,22,2
1,1,1,2,3,1,5,2
1,1,1,2,2,1,21,2
1,1,2,2,2,6,6,2
1,3,2,2,1,2,18,2
2,2,2,2,2,9,21,2
1,3,2,2,2,3,21,2
1,1,2,2,3,3,21,2
1,1,2,2,4,4,21,2
2,2,1,2,4,7,19,2
2,3,2,2,4,2,21,2
1,3,2,2,4,3,6,2
1,2,1,2,4,2,21,2
1,3,2,2,1,3,21,2
1,1,1,2,3,9,19,2
2,3,2,2,3,4,4,2
2,1,1,2,3,4,21,2
1,2,2,2,1,1,25,2
2,3,2,2,3,4,25,2
2,2,1,2,4,1,21,2
1,1,2,2,4,8,21,2
1,1,1,2,2,7,21,2
2,1,1,2,4,6,25,2
1,1,1,2,4,2,22,2
1,1,2,2,3,3,21,2
1,3,2,2,2,1,21,2
1,3,1,2,3,3,21,2
2,3,1,2,1,2,21,2
1,2,2,2,2,1,21,2
2,1,1,2,2,3,25,2
1,2,2,2,4,6,21,2
2,3,1,2,2,2,25,2
2,2,2,2,2,9,8,2
2,2,1,2,3,9,3,2
2,3,1,2,4,6,21,2
1,3,2,2,4,3,21,2
1,3,1,2,3,1,21,2
1,1,1,2,2,4,21,2
2,2,2,2,4,4,21,2
1,1,2,2,4,8,21,2
2,1,1,2,4,5,21,2
1,1,1,2,2,2,21,2
1,3,2,2,2,9,6,2
2,2,2,2,3,5,21,2
1,3,1,2,3,4,21,2
1,1,1,2,2,7,6,2
2,2,1,2,3,9,11,2
1,3,1,2,1,4,21,2
2,1,2,2,2,3,21,2
2,1,1,2,2,6,21,2
1,1,1,2,4,9,5,2
1,3,2,2,3,8,21,2
2,3,2,2,1,1,25,2
1,2,1,2,1,9,21,2
2,1,1,2,4,1,25,2
2,3,2,2,4,7,21,2
2,3,2,2,4,4,21,2
2,1,2,2,1,7,21,2
1,2,1,2,3,5,21,2
1,1,2,2,2,2,21,2
2,3,2,2,3,8,22,2
2,3,2,2,1,8,21,2
2,1,2,2,1,7,6,2
1,3,1,2,1,6,25,2
2,2,1,2,2,1,21,2
1,3,1,2,3,1,6,2
2,2,1,2,1,6,19,2
1,1,2,2,2,9,21,2
2,3,2,2,4,5,22,2
1,3,2,2,4,6,2,2
1,3,1,2,1,3,21,2
2,3,1,2,3,8,21,2
2,3,1,2,2,3,11,2
1,2,2,2,2,8,21,2
2,2,1,2,4,4,21,2
1,3,1,2,3,9,2,2
1,1,2,2,3,4,21,2
1,2,2,2,1,6,21,2
2,3,1,2,4,7,25,2
1,2,1,2,1,3,25,2
1,2,1,2,2,9,22,2
1,2,2,2,4,7,3,2
1,3,2,2,4,2,25,2
1,3,2,2,1,7,25,2
2,2,2,2,4,8,21,2
2,1,2,2,4,2,13,2
1,2,1,2,3,4,21,2
1,1,1,2,2,2,21,2
1,2,1,2,4,8,21,2
2,1,2,2,4,9,21,2
2,1,1,2,3,3,21,2
1,1,2,2,3,7,21,2
2,1,2,2,1,2,21,2
2,3,2,2,1,4,4,2
1,2,2,2,4,6,22,2
1,3,2,2,4,9,21,2
1,1,1,2,4,9,21,2
1,1,2,2,2,9,21,2
1,2,1,2,4,8,11,2
2,3,2,2,1,8,4,2
2,1,1,2,4,3,21,2
2,3,2,2,3,7,19,2
1,3,1,2,3,3,21,2
2,1,2,2,4,2,11,2
1,2,1,2,2,6,21,2
2,2,2,2,2,3,6,2
2,1,2,2,4,3,6,2
2,2,1,2,2,4,15,2
2,3,1,2,4,7,20,2
1,3,1,2,4,7,21,2
2,1,1,2,4,9,21,2
2,2,2,2,1,2,21,2
2,1,1,2,2,8,21,2
1,1,2,2,1,7,21,2
2,1,1,2,4,6,21,2
2,1,1,2,1,9,4,2
1,1,1,2,1,2,19,2
2,3,2,2,4,2,25,2
1,1,1,2,2,3,19,2
2,1,1,2,4,8,21,2
1,1,1,2,3,6,25,2
2,1,1,2,2,7,21,2
2,1,1,2,4,8,25,2
1,2,1,2,3,4,21,2
1,3,1,2,1,4,21,2
2,3,1,2,1,1,21,2
2,1,1,2,2,6,11,2
2,3,1,2,2,8,21,2
1,2,2,2,2,3,19,2
1,1,1,2,1,5,21,2
1,3,2,2,3,3,25,2
2,1,2,2,4,9,21,2
1,3,2,2,3,6,21,2
2,2,1,2,2,6,21,2
2,1,1,2,1,9,21,2
2,1,1,2,2,3,21,2
1,3,2,2,2,2,25,2
2,2,2,2,2,2,8,2
1,2,2,2,1,4,21,2
1,3,2,2,1,6,21,2
1,2,2,2,1,7,21,2
2,1,2,2,4,6,6,2
2,2,2,2,4,7,21,2
1,2,1,2,4,8,19,2
2,2,2,2,2,4,4,2
1,1,1,2,1,8,21,2
2,2,2,2,3,7,6,2
2,2,2,2,4,4,19,2
2,3,2,2,1,3,4,2
2,1,2,2,2,2,21,2
1,2,2,2,3,3,21,2
1,1,1,2,2,9,21,2
1,2,1,2,4,4,23,2
1,1,1,2,4,2,6,2
1,2,2,2,1,1,11,2
1,1,1,2,3,4,20,2
1,2,2,2,2,8,21,2
1,1,2,2,2,6,5,2
1,1,2,2,1,8,21,2
1,2,2,2,2,4,5,2
1,3,1,2,2,6,25,2
1,3,2,2,1,7,21,2
1,3,1,2,2,6,21,2
1,1,2,2,2,9,21,2
2,2,2,2,1,3,25,2
1,1,2,2,3,9,25,2
2,3,2,2,2,9,25,2
1,1,1,2,1,3,6,2
1,1,2,2,3,3,21,2
2,3,1,2,2,9,25,2
2,3,2,2,3,6,5,2
2,3,2,2,2,1,21,2
2,3,2,2,2,7,6,2
1,2,2,2,4,7,6,2
2,2,1,2,4,7,22,2
1,3,2,2,2,1,21,2
1,1,1,2,2,7,21,2
2,3,2,2,3,4,6,2
1,2,1,2,4,9,4,2
2,3,1,2,1,2,25,2
2,1,1,2,1,3,11,2
1,2,1,2,1,2,21,2
1,1,1,2,1,1,8,2
2,1,1,2,1,3,21,2
1,3,2,2,2,7,21,2
2,1,1,2,4,6,21,2
1,1,2,2,4,3,25,2
2,1,2,2,2,8,21,2
1,2,2,2,3,2,5,2
1,3,1,2,4,4,21,2
2,1,2,2,1,2,26,2
1,3,1,2,1,8,21,2
1,3,2,2,1,3,21,2
2,1,1,2,1,6,21,2
1,3,1,2,4,8,21,2
1,1,2,2,3,9,25,2
2,2,2,2,1,8,25,2
1,2,2,2,3,8,21,2
1,2,1,2,1,2,21,2
2,2,1,2,1,9,25,2
2,3,1,2,2,3,21,2
1,2,1,2,1,3,25,2
1,2,2,2,3,8,21,2
2,2,1,2,3,9,4,2
1,2,1,2,1,7,21,2
1,3,1,2,4,1,21,2
2,3,2,2,4,3,21,2
2,2,2,2,3,9,35,2
2,1,1,2,2,4,22,2
2,3,1,2,4,4,21,2
2,3,1,2,2,6,21,2
2,3,2,2,2,2,21,2
2,1,1,2,4,8,4,2
2,2,1,2,4,4,21,2
1,2,1,2,2,7,21,2
1,1,2,2,4,5,5,2
1,1,1,2,4,6,21,2
2,1,2,2,1,7,36,2
2,2,1,2,2,3,21,2
1,2,1,2,4,7,5,2
2,1,1,2,2,6,21,2
2,3,2,2,4,5,21,2
1,1,1,2,3,8,6,2
1,3,1,2,4,3,25,2
2,1,2,2,4,4,21,2
1,1,2,2,4,3,21,2
1,3,2,2,1,7,6,2
1,2,2,2,1,7,25,2
1,2,2,2,3,1,21,2
1,2,1,2,4,1,21,2
1,3,2,2,4,6,21,2
1,1,1,2,4,7,21,2
1,3,1,2,3,9,5,2
2,2,1,2,1,7,6,2
2,3,1,2,1,8,21,2
1,1,1,2,2,3,21,2
1,2,2,2,3,4,21,2
1,2,2,2,2,9,21,2
1,2,1,2,4,3,11,2
2,3,1,2,3,9,21,2
2,3,2,2,3,1,6,2
1,3,2,2,2,6,2,2
1,1,2,2,1,5,4,2
1,1,2,2,4,2,25,2
1,3,2,2,2,5,21,2
1,2,1,2,1,2,21,2
1,2,1,2,3,9,7,2
2,2,1,2,2,1,6,2
1,2,1,2,4,7,21,2
2,2,2,2,4,7,25,2
2,2,1,2,2,2,3,2
2,3,1,2,4,6,5,2
1,2,2,2,4,2,22,2
2,3,1,2,1,5,25,2
1,3,1,2,1,1,22,2
1,3,2,2,4,1,21,2
1,2,2,2,1,5,21,2
2,1,2,2,2,6,21,2
1,1,2,2,2,1,21,2
1,3,1,2,1,7,21,2
1,3,1,2,2,7,21,2
1,1,1,2,1,1,3,2
2,2,1,2,1,1,21,2
1,3,1,2,4,1,21,2
1,1,2,2,1,8,6,2
1,1,2,2,3,1,21,2
1,2,1,2,1,4,25,2
1,3,1,2,3,7,21,2
2,1,2,2,2,6,21,2
2,1,1,2,2,9,21,2
1,1,2,2,3,1,25,2
1,1,2,2,1,9,25,2
1,3,2,2,3,6,6,2
1,3,1,2,1,8,22,2
2,3,2,2,4,6,4,2
2,3,2,2,3,8,4,2
2,3,1,2,2,1,4,2
1,2,2,2,2,6,21,2
1,3,2,2,3,8,22,2
1,1,1,2,2,3,21,2
2,3,1,2,2,9,21,2
1,3,2,2,2,1,21,2
2,3,2,2,2,2,21,2
1,1,2,2,1,6,21,2
1,3,1,2,1,7,20,2
1,1,1,2,3,5,25,2
2,1,2,2,1,7,21,2
2,3,2,2,4,7,19,2
1,3,2,2,3,8,21,2
2,3,1,2,4,4,16,2
1,1,1,2,1,1,21,2
1,3,2,2,2,4,22,2
2,1,1,2,4,8,21,2
2,3,1,2,4,9,21,2
2,2,2,2,3,6,21,2
2,1,2,2,3,4,21,2
1,2,2,2,2,8,19,2
2,3,2,2,4,7,9,2
2,1,1,2,3,7,25,2
1,1,2,2,3,9,11,2
1,3,1,2,1,2,21,2
2,3,2,2,2,4,21,2
1,2,2,2,3,1,21,2
2,1,1,2,3,9,25,2
2,2,1,2,4,4,21,2
1,1,2,2,3,2,21,2
2,1,1,2,2,2,21,2
1,2,2,2,4,5,21,2
2,3,1,2,4,5,21,2
1,2,1,2,2,6,19,2
2,1,2,2,2,6,6,2
1,1,1,2,4,8,21,2
2,2,2,2,4,8,25,2
1,3,2,2,2,6,21,2
1,2,1,2,3,2,21,2
2,2,1,2,1,9,21,2
1,2,1,2,4,4,4,2
2,1,1,2,2,8,9,2
1,3,1,2,1,4,21,2
1,2,1,2,4,6,22,2
1,2,1,2,3,2,11,2
2,1,1,2,3,6,21,2
2,3,2,2,3,7,25,2
1,1,1,2,4,3,21,2
1,3,2,2,4,1,6,2
2,3,2,2,4,6,21,2
1,3,2,2,2,7,21,2
1,3,1,2,3,5,21,2
1,1,2,2,3,2,6,2
2,2,2,2,2,1,21,2
1,3,2,2,1,6,3,2
1,3,1,2,4,3,21,2
1,2,2,2,1,2,25,2
1,2,2,2,4,3,21,2
2,1,1,2,4,7,21,2
2,1,1,2,3,9,21,2
2,3,1,2,2,7,21,2
2,3,1,2,4,4,21,2
1,1,2,2,1,8,21,2
1,3,1,2,4,1,21,2
1,1,1,2,2,9,25,2
2,1,2,2,1,4,20,2
1,2,2,2,2,2,21,2
1,2,2,2,4,8,25,2
2,2,2,2,2,4,21,2
2,3,1,2,4,1,21,2
2,3,2,2,3,2,21,2
2,3,1,2,4,9,4,2
2,3,2,2,2,1,4,2
2,3,1,2,2,1,21,2
1,1,1,2,1,6,21,2
2,1,2,2,1,8,21,2
1,1,1,2,3,9,21,2
1,2,1,2,1,4,21,2
1,3,2,2,2,7,25,2
1,3,2,2,4,3,6,2
2,2,1,2,3,9,21,2
1,3,1,2,4,7,25,2
1,3,2,2,1,1,21,2
2,2,2,2,3,8,5,2
2,2,1,2,4,6,25,2
2,3,1,2,2,6,25,2
1,1,1,2,4,9,21,2
2,2,2,2,2,3,21,2
2,2,1,2,2,4,25,2
1,3,1,2,2,9,6,2
1,1,2,2,2,3,4,2
2,1,2,2,4,4,4,2
2,1,2,2,2,7,6,2
1,3,2,2,4,3,11,2
1,1,1,2,2,3,21,2
2,3,2,2,1,3,2,2
2,3,2,2,4,9,25,2
1,1,1,2,2,9,21,2
1,3,2,2,3,1,21,2
2,3,2,2,2,7,21,2
1,1,1,2,2,7,25,2
1,3,1,2,2,1,21,2
2,2,2,2,1,5,21,2
2,3,1,2,1,1,21,2
1,1,1,2,3,6,21,2
2,3,1,2,2,3,11,2
1,2,1,2,2,6,21,2
2,3,2,2,2,9,21,2
1,3,1,2,1,3,21,2
1,3,2,2,1,3,6,2
2,3,1,2,1,9,25,2
2,2,2,2,1,7,21,2
2,2,2,2,4,2,25,2
1,3,2,2,4,6,21,2
1,2,1,2,2,4,6,2
2,3,1,2,3,7,21,2
1,2,2,2,4,1,21,2
1,3,2,2,4,4,21,2
1,1,2,2,3,8,25,2
1,1,1,2,4,3,4,2
2,2,1,2,2,1,21,2
2,3,2,2,1,4,21,2
1,2,1,2,2,9,6,2
1,1,2,2,4,4,8,2
1,1,2,2,1,1,7,2
2,2,2,2,3,9,21,2
1,2,1,2,4,2,21,2
2,3,1,2,4,4,3,2
2,3,2,2,1,6,21,2
2,3,1,2,1,1,21,2
1,2,1,2,1,7,21,2
1,3,1,2,1,3,21,2
1,3,2,2,1,3,21,2
2,1,2,2,3,2,6,2
1,3,1,2,1,2,2,2
1,1,2,2,4,4,21,2
1,2,1,2,2,7,21,2
1,2,2,2,4,2,21,2
2,1,1,2,3,9,23,2
1,2,1,2,1,4,21,2
1,3,1,2,4,2,25,2
2,2,1,2,1,4,25,2
2,3,1,2,3,7,21,2
2,2,2,2,2,9,25,2
1,3,1,2,3,9,21,2
1,1,1,2,2,3,19,2
1,2,2,2,2,1,21,2
1,1,2,2,2,6,3,2
2,3,2,2,3,7,19,2
2,1,1,2,1,8,11,2
2,3,2,2,4,6,20,2
2,2,1,2,4,3,21,2
2,2,2,2,4,2,21,2
2,3,2,2,4,1,6,2
1,3,2,2,4,1,21,2
2,3,2,2,1,2,21,2
2,2,1,2,4,4,21,2
2,3,2,2,2,9,11,2
2,1,1,2,4,2,25,2
2,1,2,2,4,1,21,2
1,2,1,2,2,2,25,2
1,1,1,2,1,8,21,2
2,1,2,2,2,2,21,2
1,1,1,2,2,7,4,2
1,2,2,2,1,8,21,2
2,3,1,2,1,3,21,2
1,1,1,2,3,1,21,2
2,3,1,2,2,2,21,2
1,1,2,2,3,4,2,2
1,3,2,2,2,2,21,2
2,3,2,2,3,6,21,2
2,1,2,2,4,6,25,2
2,3,2,2,4,9,21,2
2,3,2,2,4,9,21,2
1,1,2,2,3,9,21,2
2,3,2,2,4,2,21,2
2,1,2,2,3,4,21,2
1,3,2,2,4,2,21,2
1,2,2,2,4,6,21,2
1,1,2,2,4,1,25,2
1,1,2,2,2,8,21,2
2,2,1,2,2,2,21,2
2,2,1,2,3,3,16,2
1,2,1,2,2,6,25,2
2,3,2,2,4,4,19,2
1,1,2,2,2,1,21,2
1,3,1,2,1,9,25,2
2,3,2,2,1,6,3,2
2,3,2,2,2,8,6,2
1,1,2,2,3,8,6,2
1,1,1,2,1,9,21,2
2,1,2,2,2,9,21,2
1,1,1,2,1,1,21,2
1,3,1,2,2,2,21,2
1,2,1,2,3,8,21,2
1,3,1,2,4,2,21,2
1,1,1,2,4,7,21,2
1,3,1,2,2,6,21,2
2,3,1,2,1,1,21,2
1,2,2,2,1,8,18,2
2,3,1,2,4,3,21,2
1,1,2,2,1,1,35,2
1,3,2,2,1,9,6,2
2,1,2,2,4,9,5,2
1,3,2,2,2,1,21,2
1,1,2,2,1,4,21,2
1,3,1,2,1,8,25,2
1,1,2,2,4,7,25,2
2,1,1,2,3,2,6,2
1,3,2,2,1,8,21,2
2,1,1,2,2,3,21,2
2,3,2,2,2,2,21,2
2,1,2,2,4,7,21,2
2,1,1,2,1,6,21,2
2,1,1,2,1,2,21,2
2,2,2,2,3,8,21,2
2,2,2,2,3,6,25,2
1,3,2,2,2,6,11,2
2,1,1,2,4,6,21,2
1,1,2,2,4,8,6,2
2,2,2,2,4,2,21,2
2,1,1,2,4,8,21,2
1,3,2,2,2,8,6,2
2,3,1,2,2,3,9,2
1,3,1,2,2,1,19,2
1,1,1,2,3,3,23,2
1,3,1,2,4,1,21,2
2,2,2,2,3,4,21,2
1,3,1,2,4,4,11,2
2,2,2,2,1,1,25,2
1,3,2,2,3,3,2,2
1,2,2,2,4,8,21,2
2,2,1,2,3,3,25,2
2,1,2,2,2,5,21,2
1,1,1,2,2,1,21,2
2,1,2,2,4,3,21,2
1,3,2,2,4,2,21,2
2,2,2,2,2,8,19,2
1,2,1,2,4,9,21,2
2,2,1,2,4,9,25,2
2,1,2,2,1,8,21,2
2,3,1,2,2,1,21,2
1,2,1,2,3,9,21,2
1,1,1,2,3,1,21,2
1,3,2,2,2,6,6,2
2,1,2,2,1,7,11,2
2,3,2,2,4,9,21,2
1,2,2,2,4,3,18,2
1,1,1,2,1,3,10,2
1,2,1,2,1,7,11,2
1,1,2,2,1,7,4,2
2,2,2,2,3,7,21,2
1,3,2,2,1,6,21,2
1,3,1,2,2,7,21,2
2,3,2,2,1,3,11,2
1,3,2,2,2,5,25,2
1,3,1,2,4,8,21,2
1,3,1,2,4,4,21,2
1,1,2,2,2,6,6,2
2,2,1,2,2,7,21,2
2,1,1,2,4,1,5,2
2,3,1,2,3,7,21,2
2,1,2,2,1,6,25,2
1,2,1,2,2,6,22,2
1,1,1,2,4,5,21,2
1,1,2,2,2,6,25,2
1,2,2,2,4,2,22,2
1,1,1,2,1,9,21,2
1,2,2,2,1,9,21,2
2,2,1,2,2,4,21,2
1,2,1,2,2,9,6,2
1,3,2,2,2,3,25,2
1,3,1,2,1,6,4,2
1,1,1,2,4,1,21,2
1,3,2,2,3,1,2,2
2,1,2,2,4,3,21,2
1,1,1,2,4,7,21,2
2,2,1,2,2,3,11,2
2,2,1,2,4,6,21,2
1,1,2,2,4,9,21,2
1,3,2,2,3,4,21,2
2,2,2,2,1,7,21,2
1,3,2,2,2,4,5,2
2,2,1,2,1,7,21,2
2,3,2,2,4,6,6,2
2,1,2,2,4,2,23,2
1,1,2,2,3,9,6,2
1,3,2,2,3,2,6,2
2,3,2,2,1,4,21,2
2,2,1,2,2,1,21,2
1,1,1,2,2,3,21,2
1,3,1,2,1,3,22,2
2,2,1,2,4,1,6,2
2,3,1,2,4,2,21,2
2,1,2,2,2,7,21,2
2,2,1,2,2,7,21,2
2,3,1,2,2,9,21,2
1,3,1,2,4,6,6,2
2,3,1,2,3,1,21,2
1,3,1,2,4,4,25,2
2,1,1,2,2,2,21,2
1,1,1,2,4,1,25,2
1,2,1,2,4,2,25,2
1,3,1,2,3,9,21,2
2,1,2,2,1,4,19,2
1,2,1,2,1,8,21,2
1,1,1,2,1,4,21,2
1,1,1,2,2,6,25,2
2,1,1,2,3,3,21,2
2,3,2,2,3,8,21,2
1,1,2,2,1,7,21,2
1,2,2,2,1,3,21,2
1,1,2,2,3,9,4,2
1,1,1,2,4,7,21,2
1,2,2,2,2,4,25,2
2,1,1,2,2,8,25,2
1,1,1,2,1,9,25,2
1,1,1,2,3,2,21,2
1,2,2,2,2,1,36,2
1,1,1,2,4,9,6,2
1,2,1,2,1,6,21,2
1,3,1,2,3,3,21,2
1,2,2,2,2,3,21,2
2,3,1,2,4,1,2,2
1,3,1,2,4,2,21,2
2,3,1,2,4,9,22,2
